"id","type","original","author","title","file","downloads","votes","rating","halosafe","score","score_norating","lastmodified","md5","featured","tags","fulltags","author_blurb"
"550","Fan Inspired Song","Fan Inspired Song","Saba7","Unchained","Nine Inch Nails - NINRemixes.com Unofficial - 550 - Unchained by Saba7 (Fan Inspired Song).mp3","135","4","5.5","?","0.162963","0.0296296","1208626861",,"0",NULL,NULL,"Unchained by Saba7 2008
"
"551","Fan Inspired Song","Fan Inspired Song","Gary Lester","Best Of Friends","Nine Inch Nails - NINRemixes.com Unofficial - 551 - Best Of Friends by Gary Lester (Fan Inspired Song).mp3","157","7","5.8","?","0.224516","0.0387097","1208924188",,"0","Awesome, San Mateo, Toyonaka","Toyonaka, San Mateo, Awesome","ã“ã‚“ã«ã¡ã¯ã€Toyanakaæ—¥æœ¬ã®å¸‚ï¼
ç§ã®åå‰ã¯ã‚²ã‚¤ãƒªãƒ¼ãƒ¬ã‚¹ã‚¿ãƒ¼ã§ã™ã€ãã—ã¦ã€ç§ã¯ã‚µãƒ³ãƒžãƒ†ã‚ªã‚«ãƒªãƒ•ã‚©ãƒ«ãƒ‹ã‚¢USAã‹ã‚‰ã„ã¾ã™ã€‚
ç§ãŒã‚ãªãŸã®ãŸã‚ã«ã—ãŸæ­Œã¯ã€ã“ã“ã«ã‚ã‚Šã¾ã™ï¼"
"552","Fan Inspired Song","Fan Inspired Song","Mike","Growing","Nine Inch Nails - NINRemixes.com Unofficial - 552 - Growing by Mike (Fan Inspired Song).mp3","124","3","4.9","?","0.119512","0.0243902","1208924196",,"0",NULL,NULL,"This was one of my first instrumentals in the beginning of 2006.  Comments encouraged...  "
"553","Fan Inspired Song","Fan Inspired Song","Nigh To Nil","The Insider","Nine Inch Nails - NINRemixes.com Unofficial - 553 - The Insider by Nigh To Nil (Fan Inspired Song).mp3","158","3","5.2","Y","0.0993631","0.0191083","1209095108",,"0",NULL,NULL,"My first attempt on creating my own music (beside some crappy shit that went straight to trash bin)

if you like, visit my homepage:
http://nightonil.ni.funpic.de/v2/"
"554","Unofficial Remix","Discipline","Josh Campbell","Total Control Mix","Nine Inch Nails - NINRemixes.com Unofficial - 554 - Discipline, Total Control Mix, by Josh Campbell (Unofficial Remix).mp3","337","7","5.5","?","0.114925","0.0208955","1209100098",,"0",NULL,NULL,"I hope you like this mix of an already sweet ass song..."
"555","Unofficial Remix","Discipline","Chargebox","Distress Mix","Nine Inch Nails - NINRemixes.com Unofficial - 555 - Discipline, Distress Mix, by Chargebox (Unofficial Remix).mp3","345","4","4.1","S","0.0478134","0.0116618","1209174548",,"0",NULL,NULL,
"556","Unofficial Remix","Right Where it Belongs","M Bennett","Where it Belongs V.2 with Ghosts","Nine Inch Nails - NINRemixes.com Unofficial - 556 - Right Where it Belongs, Where it Belongs V.2 with Ghosts, by M Bennett (Unofficial Remix).mp3","843","12","6.1","S","0.0675277","0.0110701","1209241781",,"0",NULL,NULL,"Gentle additions of various Ghost tracks to this beautiful song"
"557","Unofficial Remix","Discipline","Lobotomy Baby","Where I Am Remix","Nine Inch Nails - NINRemixes.com Unofficial - 557 - Discipline, Where I Am Remix, by Lobotomy Baby (Unofficial Remix).mp3","294","4","5.3","?","0.0728522","0.0137457","1209241812",,"0",NULL,NULL,"Pro Tools 7.4
Ohmicide, Guitar Rig v2 plug-ins
www.myspace.com/lobotomybaby1"
"558","Unofficial Remix","Mashup","Lobotomy Baby","Sum Hurt","Nine Inch Nails - NINRemixes.com Unofficial - 558 - Mashup, Sum Hurt, by Lobotomy Baby (Unofficial Remix).mp3","260","7","5.8","?","0.165041","0.0284553","1209448255",,"0",NULL,NULL,
"559","Cover","Survivalism","Vitamin String Quartet","String Quartet Tribute","Nine Inch Nails - NINRemixes.com Unofficial - 559 - Survivalism, String Quartet Tribute, by Vitamin String Quartet (Cover).mp3","648","15","5.8","?","0.125697","0.0216718","1209572362",,"0",NULL,NULL,"This is from Strung Out: The String Quartet Tribute to Modern Rock Hits.

http://www.vitaminrecords.com/web/page.asp?pgs=product
http://www.vitaminrecords.com/web/page.asp?pgs=product&catid=20&id=1269
http://phobos.apple.com/WebObjects/MZStore.woa/wa/viewAlbum?id=261849349&s=143441"
"560","Unofficial Remix","Ruiner","Unknown","All Of Them On Your Side","Nine Inch Nails - NINRemixes.com Unofficial - 560 - Ruiner, All Of Them On Your Side, by Unknown (Unofficial Remix).mp3","414","5","5.6","?","0.0701754","0.0125313","1209579915",,"0",NULL,NULL,
"561","Unofficial Remix","Last","Father Gay","Time I Buy One","Nine Inch Nails - NINRemixes.com Unofficial - 561 - Last, Time I Buy One, by Father Gay (Unofficial Remix).mp3","328","5","6","?","0.0949367","0.0158228","1209776302",,"0",NULL,NULL,
"562","Unofficial Remix","Underneath It All","Unknown","I Can Still Feel You","Nine Inch Nails - NINRemixes.com Unofficial - 562 - Underneath It All, I Can Still Feel You, by Unknown (Unofficial Remix).mp3","394","5","6","?","0.0634921","0.010582","1209961319",,"0",NULL,NULL,
"563","Unofficial Remix","Closer","Entomorph","Techno Mix","Nine Inch Nails - NINRemixes.com Unofficial - 563 - Closer, Techno Mix, by Entomorph (Unofficial Remix).mp3","398","4","5.6","?","0.0574359","0.0102564","1210004797",,"0",NULL,NULL,
"564","Fan Inspired Song","Fan Inspired Song","Mike","Bittersweet Block","Nine Inch Nails - NINRemixes.com Unofficial - 564 - Bittersweet Block by Mike (Fan Inspired Song).mp3","166","5","4.7","?","0.113939","0.0242424","1210087973",,"0",NULL,NULL,"Three keys on the piano started this loop-based instrumental as a part of a demo being produced called ""Collaboration Experimentation"" under the Better Heard Than Not name.   


http://www.freewebs.com/bhtn
http://www.myspace.com/betterheardthannot"
"565","Fan Inspired Song","Fan Inspired Song","Lobotomy Baby","Justice etc","Nine Inch Nails - NINRemixes.com Unofficial - 565 - Justice etc by Lobotomy Baby (Fan Inspired Song).mp3","175","7","5.7","?","0.22931","0.0402299","1210088038",,"0",NULL,NULL,"www.myspace.com/lobotomybaby1"
"566","Cover","March of the Pigs","Nine Inch Frails",,"Nine Inch Nails - NINRemixes.com Unofficial - 566 - March of the Pigs covered by Nine Inch Frails (Cover).mp3","326","6","4.4","?","0.0691824","0.0157233","1210189631",,"0",NULL,NULL,"I like NIN + I Play Banjo = THIS"
"567","Fan Inspired Song","Fan Inspired Song","Funktion Kreep","Funktionality","Nine Inch Nails - NINRemixes.com Unofficial - 567 - Funktionality by Funktion Kreep (Fan Inspired Song).mp3","174","7","5.8","?","0.233333","0.0402299","1210189672",,"0",NULL,NULL,"just a fan inspired song"
"568","Fan Inspired Song","Fan Inspired Song","Funktion Kreep","Just Before It Started (Instrumental)","Nine Inch Nails - NINRemixes.com Unofficial - 568 - Just Before It Started (Instrumental) by Funktion Kreep (Fan Inspired Song).mp3","200","4","6","?","0.12","0.02","1210373536",,"0",NULL,NULL,"instrumental"
"569","Fan Inspired Song","Fan Inspired Song","Saba7","The March of Dust Mites","Nine Inch Nails - NINRemixes.com Unofficial - 569 - The March of Dust Mites by Saba7 (Fan Inspired Song).mp3","185","4","5.5","?","0.0896739","0.0163043","1210373575",,"0",NULL,NULL,"The march of dust mites by saba7 2008
www.myspce.com/saba7music 

download for free my selfmade cd by mininova.org by typing saba7 when they finally come down"
"570","Unofficial Remix","Echoplex","DJ DarkBoy","Irrelevant Mix","Nine Inch Nails - NINRemixes.com Unofficial - 570 - Echoplex, Irrelevant Mix, by DJ DarkBoy (Unofficial Remix).mp3","360","6","5.9","Y","0.0991597","0.0168067","1210476481",,"0",NULL,NULL,"This is from the new album ""The Slip"", which I think is brilliant.  Just doing as Trent suggested and remixing to spread the love."
"571","Unofficial Remix","Pilgrimage","Unknown","Ambushed","Nine Inch Nails - NINRemixes.com Unofficial - 571 - Pilgrimage, Ambushed, by Unknown (Unofficial Remix).mp3","326","5","5.5","?","0.0689655","0.0125392","1210476499",,"0",NULL,NULL,"hope you like it!"
"572","Unofficial Remix","Supernaut","Unknown","Thunder","Nine Inch Nails - NINRemixes.com Unofficial - 572 - Supernaut, Thunder, by Unknown (Unofficial Remix).mp3","433","5","4.8","?","0.0576923","0.0120192","1210718673",,"0","lame effects","lame effects",
"573","Unofficial Remix","Big Man With A Gun","Unknown","Extended Mix","Nine Inch Nails - NINRemixes.com Unofficial - 573 - Big Man With A Gun, Extended Mix, by Unknown (Unofficial Remix).mp3","404","6","5.3","?","0.0690104","0.0130208","1210798219",,"0",NULL,NULL,
"574","Unofficial Remix","The Wretched","Unknown","Relapse","Nine Inch Nails - NINRemixes.com Unofficial - 574 - The Wretched, Relapse, by Unknown (Unofficial Remix).mp3","427","7","5.8","?","0.0846715","0.0145985","1211043884",,"0",NULL,NULL,
"575","Unofficial Remix","Mr Self Destruct","Pusher",,"Nine Inch Nails - NINRemixes.com Unofficial - 575 - Mr Self Destruct remixed by Pusher (Unofficial Remix).mp3","410","5","5.6","?","0.0716113","0.0127877","1211261062",,"0",NULL,NULL,
"576","Unofficial Remix","The Perfect Drug","Unknown","Domination Mix","Nine Inch Nails - NINRemixes.com Unofficial - 576 - The Perfect Drug, Domination Mix, by Unknown (Unofficial Remix).mp3","255","4","5.8","?","0.0928","0.016","1211391284",,"0",NULL,NULL,
"577","Unofficial Remix","Mashup","Knqulear Shift","Boys and Girls Closer","Nine Inch Nails - NINRemixes.com Unofficial - 577 - Mashup, Boys and Girls Closer, by Knqulear Shift (Unofficial Remix).mp3","250","4","5.6","N","0.0685714","0.0122449","1211391308",,"0","Electro","Electro","Thought it would be a funny Mashup "
"578","Fan Inspired Song","Fan Inspired Song","Saba7","Rainy Sun","Nine Inch Nails - NINRemixes.com Unofficial - 578 - Rainy Sun by Saba7 (Fan Inspired Song).mp3","173","3","5","?","0.0584795","0.0116959","1211391321",,"0",NULL,NULL,"Rainy sun by saba7 2008
visit www.myspace.com/saba7music"
"579","Unofficial Remix","Reptile","Unknown","Dead Memories","Nine Inch Nails - NINRemixes.com Unofficial - 579 - Reptile, Dead Memories, by Unknown (Unofficial Remix).mp3","501","4","6","?","0.0483871","0.00806452","1211478090",,"0",NULL,NULL,
"580","Unofficial Remix","Piggy","Unknown","12 Monkeys Mix","Nine Inch Nails - NINRemixes.com Unofficial - 580 - Piggy, 12 Monkeys Mix, by Unknown (Unofficial Remix).mp3","446","10","5.8","N","0.0702179","0.0121065","1211564838",,"0",NULL,NULL,
"581","Unofficial Remix","Heresy","Unknown","Short Mix","Nine Inch Nails - NINRemixes.com Unofficial - 581 - Heresy, Short Mix, by Unknown (Unofficial Remix).mp3","407","3","5.3","?","0.0392593","0.00740741","1211659284",,"0",NULL,NULL,
"582","Unofficial Remix","I Do Not Want This","Luke","A Cry For Help","Nine Inch Nails - NINRemixes.com Unofficial - 582 - I Do Not Want This, A Cry For Help, by Luke (Unofficial Remix).mp3","342","5","4.8","?","0.0712166","0.0148368","1211659916",,"0",NULL,NULL,
"583","Unofficial Remix","Closer","Scott Sanderson","Alliance","Nine Inch Nails - NINRemixes.com Unofficial - 583 - Closer, Alliance, by Scott Sanderson (Unofficial Remix).mp3","239","3","5.6","?","0.072103","0.0128755","1211749365",,"0",NULL,NULL,
"584","Unofficial Remix","The Great Below","Unknown","Reconstructed","Nine Inch Nails - NINRemixes.com Unofficial - 584 - The Great Below, Reconstructed, by Unknown (Unofficial Remix).mp3","618","9","6.1","?","0.0599018","0.00981997","1211904104",,"0",NULL,NULL,
"585","Unofficial Remix","Mashup","Totom","Beside You Heroes","Nine Inch Nails - NINRemixes.com Unofficial - 585 - Mashup, Beside You Heroes, by Totom (Unofficial Remix).mp3","203","3","5.8","?","0.0874372","0.0150754","1211904131",,"0",NULL,NULL,
"586","Unofficial Remix","The Perfect Drug","Unknown","Goddess","Nine Inch Nails - NINRemixes.com Unofficial - 586 - The Perfect Drug, Goddess, by Unknown (Unofficial Remix).mp3","286","5","5.8","?","0.102113","0.0176056","1211991420",,"0",NULL,NULL,
"587","Unofficial Remix","Starfuckers, Inc.","Dion Niyte","Babylon A.D Version","Nine Inch Nails - NINRemixes.com Unofficial - 587 - Starfuckers, Inc., Babylon A.D Version, by Dion Niyte (Unofficial Remix).mp3","472","4","6.2","N","0.0526539","0.00849257","1242046702",,"0",NULL,NULL,"Just screwing off with CoolEdit."
"588","Unofficial Remix","The Perfect Drug","Dangerous Soul",,"Nine Inch Nails - NINRemixes.com Unofficial - 588 - The Perfect Drug remixed by Dangerous Soul (Unofficial Remix).mp3","338","3","5","?","0.0447761","0.00895522","1212001480",,"0",NULL,NULL,
"589","Unofficial Remix","Into The Void","Unknown","Filled Atmosphere Part 2","Nine Inch Nails - NINRemixes.com Unofficial - 589 - Into The Void, Filled Atmosphere Part 2, by Unknown (Unofficial Remix).mp3","495","4","5.1","?","0.0417178","0.00817996","1212102072",,"0","nothing changed","nothing changed",
"590","Unofficial Remix","Into The Void","Unknown","Filled Atmosphere Part 1","Nine Inch Nails - NINRemixes.com Unofficial - 590 - Into The Void, Filled Atmosphere Part 1, by Unknown (Unofficial Remix).mp3","526","6","5.3","?","0.0610365","0.0115163","1212102078",,"0",NULL,NULL,
"591","Unofficial Remix","Burn","Unknown","This World","Nine Inch Nails - NINRemixes.com Unofficial - 591 - Burn, This World, by Unknown (Unofficial Remix).mp3","575","5","5.4","?","0.0473684","0.00877193","1212203887",,"0",NULL,NULL,
"592","Unofficial Remix","The Perfect Drug","Unknown","Rusty Syringe","Nine Inch Nails - NINRemixes.com Unofficial - 592 - The Perfect Drug, Rusty Syringe, by Unknown (Unofficial Remix).mp3","351","3","5.5","?","0.0475504","0.00864553","1212204075",,"0",NULL,NULL,
"593","Unofficial Remix","Please","Impurelord","Never Be Enough","Nine Inch Nails - NINRemixes.com Unofficial - 593 - Please, Never Be Enough, by Impurelord (Unofficial Remix).mp3","357","4","6.5","?","0.0755814","0.0116279","1212204113",,"0",NULL,NULL,
"594","Unofficial Remix","The Fragile","Unknown","Wounded Part 2","Nine Inch Nails - NINRemixes.com Unofficial - 594 - The Fragile, Wounded Part 2, by Unknown (Unofficial Remix).mp3","516","4","5.2","?","0.0404669","0.0077821","1212346835",,"0",NULL,NULL,
"595","Unofficial Remix","The Fragile","Unknown","Wounded Part 1","Nine Inch Nails - NINRemixes.com Unofficial - 595 - The Fragile, Wounded Part 1, by Unknown (Unofficial Remix).mp3","558","7","5.2","?","0.065704","0.0126354","1212346848",,"0",NULL,NULL,
"596","Unofficial Remix","The Day The World Went Away","Sean McKeever","Peppy","Nine Inch Nails - NINRemixes.com Unofficial - 596 - The Day The World Went Away, Peppy, by Sean McKeever (Unofficial Remix).mp3","425","4","5","?","0.0471698","0.00943396","1212375969",,"0",NULL,NULL,
"597","Unofficial Remix","Deep","Unknown","Penetration","Nine Inch Nails - NINRemixes.com Unofficial - 597 - Deep, Penetration, by Unknown (Unofficial Remix).mp3","507","8","5.8","?","0.0700201","0.0120724","1212439455",,"0",NULL,NULL,
"598","Unofficial Remix","Hurt","Frozen","Rendition","Nine Inch Nails - NINRemixes.com Unofficial - 598 - Hurt, Rendition, by Frozen (Unofficial Remix).mp3","359","6","5.6","?","0.0971098","0.017341","1212439475",,"0",NULL,NULL,
"599","Unofficial Remix","March Of the Pigs","Unknown","Empty","Nine Inch Nails - NINRemixes.com Unofficial - 599 - March Of the Pigs, Empty, by Unknown (Unofficial Remix).mp3","305","3","5.4","?","0.0543624","0.0100671","1212596964",,"0",NULL,NULL,
"600","Cover","A Warm Place","Veeral Dhanani",,"Nine Inch Nails - NINRemixes.com Unofficial - 600 - A Warm Place covered by Veeral Dhanani (Cover).mp3","389","13","5.8","Y","0.166146","0.0286458","1212596989",,"0",NULL,NULL,"This one took two days using GarageBand, a MIDI keyboard and an electric guitar."
"601","Unofficial Remix","The Day The World Went Away","Inri","The Day Inri Messed The World Up (Part 2)","Nine Inch Nails - NINRemixes.com Unofficial - 601 - The Day The World Went Away, The Day Inri Messed The World Up (Part 2), by Inri (Unofficial Remix).mp3","431","4","5.2","?","0.0484848","0.00932401","1212597273",,"0",NULL,NULL,
"602","Unofficial Remix","The Day The World Went Away","Inri","The Day Inri Messed The World Up (Part 1)","Nine Inch Nails - NINRemixes.com Unofficial - 602 - The Day The World Went Away, The Day Inri Messed The World Up (Part 1), by Inri (Unofficial Remix).mp3","304","3","5","?","0.0498339","0.00996678","1212597279",,"0",NULL,NULL,
"603","Fan Inspired Song","Fan Inspired Song","Gary Lester","Digital Activist","Nine Inch Nails - NINRemixes.com Unofficial - 603 - Digital Activist by Gary Lester (Fan Inspired Song).mp3","343","7","5.9","Y","0.120408","0.0204082","1212597339",,"0","Electronic","Electronic","Digital Activist By Gary Lester 2008
Free Freedom!"
"604","Unofficial Remix","The Wretched","Unknown","Damaged","Nine Inch Nails - NINRemixes.com Unofficial - 604 - The Wretched, Damaged, by Unknown (Unofficial Remix).mp3","398","7","5.4","?","0.0841558","0.0155844","1212706803",,"0",NULL,NULL,
"605","Fan Inspired Song","Fan Inspired Song","H","G minor Strings and Keys","Nine Inch Nails - NINRemixes.com Unofficial - 605 - G minor Strings and Keys by H (Fan Inspired Song).mp3","235","17","6.2","Y","0.238462","0.0384615","1214933267",,"0",NULL,NULL,"Keys and strings inspired by piano off the fragile and guitar aimed at the same genre as NINs newer releases."
"606","Unofficial Remix","The Perfect Drug","No Sanity",,"Nine Inch Nails - NINRemixes.com Unofficial - 606 - The Perfect Drug remixed by No Sanity (Unofficial Remix).mp3","229","4","5.8","?","0.0769911","0.0132743","1212707150",,"0",NULL,NULL,
"631","Unofficial Remix","Mashup","Josh Campbell","Trippin With Trent 5","Nine Inch Nails - NINRemixes.com Unofficial - 631 - Mashup, Trippin With Trent 5, by Josh Campbell (Unofficial Remix).mp3","172","5","5.6","S","0.130994","0.0233918","1214933488",,"0",NULL,NULL,"kind of crippled for this mix, i only had one channel of audio I could hear so not much panning...

I used a sound from every multi track...Well almost

Not the best mix but i wanted to get something done anyhow...

I hope you enjoy..           

Look for my first cd sometime next yearish 

Trick Turner
""The Suicide Guide"" 

After the only major band who ever made it out of my shity city _Cheap Trick______Turner, get it

We have a whole elab. plan for are music, i hope it works out...

Wish us luck            

Thnxs Josh"
"607","Unofficial Remix","The Day The World Went Away","Unknown","Red","Nine Inch Nails - NINRemixes.com Unofficial - 607 - The Day The World Went Away, Red, by Unknown (Unofficial Remix).mp3","379","4","5.7","?","0.0612903","0.0107527","1212796174",,"0",NULL,NULL,
"608","Unofficial Remix","Closer","Redearth","Above The Trees","Nine Inch Nails - NINRemixes.com Unofficial - 608 - Closer, Above The Trees, by Redearth (Unofficial Remix).mp3","298","6","6.4","?","0.130169","0.020339","1212796423",,"0",NULL,NULL,
"609","Unofficial Remix","Head Like A Hole","Unknown","Gold","Nine Inch Nails - NINRemixes.com Unofficial - 609 - Head Like A Hole, Gold, by Unknown (Unofficial Remix).mp3","502","6","5.6","?","0.0688525","0.0122951","1212890033",,"0",NULL,NULL,
"610","Unofficial Remix","The Day The World Went Away","Morpheus","Sweetest Price","Nine Inch Nails - NINRemixes.com Unofficial - 610 - The Day The World Went Away, Sweetest Price, by Morpheus (Unofficial Remix).mp3","612","2","4.8","?","0.0157119","0.00327332","1212890150",,"0",NULL,NULL,
"612","Unofficial Remix","The Day The World Went Away","The Rock",,"Nine Inch Nails - NINRemixes.com Unofficial - 612 - The Day The World Went Away remixed by The Rock (Unofficial Remix).mp3","519","5","5.8","?","0.0560928","0.00967118","1212991002",,"0",NULL,NULL,
"613","Unofficial Remix","The Perfect Drug","Redearth","Isolation","Nine Inch Nails - NINRemixes.com Unofficial - 613 - The Perfect Drug, Isolation, by Redearth (Unofficial Remix).mp3","275","4","5.7","?","0.0841328","0.0147601","1212991043",,"0",NULL,NULL,
"497","Unofficial Remix","The Wretched","Unknown","Reflection","Nine Inch Nails - NINRemixes.com Unofficial - 497 - The Wretched, Reflection, by Unknown (Unofficial Remix).mp3","323","3","5.8","?","0.0563107","0.00970874","1219355546",,"0",NULL,NULL,
"614","Unofficial Remix","The Big Come Down","Unknown","Long  Mix","Nine Inch Nails - NINRemixes.com Unofficial - 614 - The Big Come Down, Long  Mix, by Unknown (Unofficial Remix).mp3","262","5","5.8","?","0.117409","0.0202429","1213057764",,"0",NULL,NULL,
"615","Unofficial Remix","Audio Poetry","Knqulear Shift","Darkness","Nine Inch Nails - NINRemixes.com Unofficial - 615 - Audio Poetry, Darkness, by Knqulear Shift (Unofficial Remix).mp3","271","6","5.4","Y","0.0597786","0.0110701","1213077310",,"0",NULL,NULL,"Just an Electro/Indust song I came up with one day, took a few days to record and a few more for post work. 
A couple of buddies of mine liked it so I put it up.
Nobody but myself know what the lyrics are really about, but everyone has their own opinion... and they are all right."
"616","Unofficial Remix","Closer","Unknown","Fatboy Remix","Nine Inch Nails - NINRemixes.com Unofficial - 616 - Closer, Fatboy Remix, by Unknown (Unofficial Remix).mp3","351","6","5.7","?","0.0835777","0.0146628","1213207521",,"0",NULL,NULL,
"617","Unofficial Remix","The Perfect Drug","Morph",,"Nine Inch Nails - NINRemixes.com Unofficial - 617 - The Perfect Drug remixed by Morph (Unofficial Remix).mp3","293","5","5.4","?","0.056446","0.010453","1213208065",,"0",NULL,NULL,
"618","Unofficial Remix","We're In This Together","Unknown","Absent World","Nine Inch Nails - NINRemixes.com Unofficial - 618 - We're In This Together, Absent World, by Unknown (Unofficial Remix).mp3","518","7","5.8","?","0.0686391","0.0118343","1213641419",,"0",NULL,NULL,
"619","Fan Inspired Song","Fan Inspired Song","Lobotomy Baby","Mimicry","Nine Inch Nails - NINRemixes.com Unofficial - 619 - Mimicry by Lobotomy Baby (Fan Inspired Song).mp3","194","8","6","?","0.217617","0.0362694","1213641472",,"0",NULL,NULL,"www.myspace.com/lobotomybaby1"
"620","Cover","I Do Not Want This","A Five Senses Fist",,"Nine Inch Nails - NINRemixes.com Unofficial - 620 - I Do Not Want This covered by A Five Senses Fist (Cover).mp3","307","7","6.1","?","0.140461","0.0230263","1213933656",,"0",NULL,NULL,
"621","Cover","Terrible Lie","L'Orangerie Stank","Organism","Nine Inch Nails - NINRemixes.com Unofficial - 621 - Terrible Lie, Organism, by L'Orangerie Stank (Cover).mp3","526","5","4.8","?","0.045977","0.00957854","1213934250",,"0",NULL,NULL,
"611","Unofficial Remix","Memorabilia","The Dude","I Collect...Nothing","Nine Inch Nails - NINRemixes.com Unofficial - 611 - Memorabilia, I Collect...Nothing, by The Dude (Unofficial Remix).mp3","366","5","5.8","?","0.0816901","0.0140845","1219355618",,"0",NULL,NULL,
"622","Unofficial Remix","The Mark Has Been Made","Unknown","Eternity","Nine Inch Nails - NINRemixes.com Unofficial - 622 - The Mark Has Been Made, Eternity, by Unknown (Unofficial Remix).mp3","384","5","6","?","0.0795756","0.0132626","1214243824",,"0",NULL,NULL,
"623","Cover","The Four of Us are Dying","Digiwaste",,"Nine Inch Nails - NINRemixes.com Unofficial - 623 - The Four of Us are Dying covered by Digiwaste (Cover).mp3","358","6","5.8","S","0.100578","0.017341","1214243847",,"0",NULL,NULL,"This is a cover of one of his newest instrumentals from the lastest album the slip. hope you enjoy my version of four of us are dying. and if you like the song, please check out our music at http://www.myspace.com/officialdigiwaste
"
"624","Unofficial Remix","The Day The World Went Away","Synthetic Minister",,"Nine Inch Nails - NINRemixes.com Unofficial - 624 - The Day The World Went Away remixed by Synthetic Minister (Unofficial Remix).mp3","471","6","5.8","?","0.0745182","0.012848","1214243908",,"0",NULL,NULL,
"625","Unofficial Remix","Wish","Unknown","World Full Of You","Nine Inch Nails - NINRemixes.com Unofficial - 625 - Wish, World Full Of You, by Unknown (Unofficial Remix).mp3","423","4","5.1","?","0.0492754","0.00966184","1214355902",,"0","lame effects","lame effects",
"626","Unofficial Remix","Where Is Everybody","Calx",,"Nine Inch Nails - NINRemixes.com Unofficial - 626 - Where Is Everybody remixed by Calx (Unofficial Remix).mp3","432","10","6.2","?","0.120976","0.0195122","1214356029",,"0",NULL,NULL,
"627","Fan Inspired Song","Fan Inspired Song","H","The Light Of Day","Nine Inch Nails - NINRemixes.com Unofficial - 627 - The Light Of Day by H (Fan Inspired Song).mp3","264","10","6.1","Y","0.232824","0.0381679","1214716385",,"0",NULL,NULL,"A lucid Mindscape created in one 12 hour session, I have previously posted to this site as 'Synthetic Salvation' as well as 'Hobie Puzak'. All music is inspired by the environments NIN creates.  eventually more will be posted at the official Absynce .com site. Thanks for listening

-H"
"628","Unofficial Remix","Wish","Unknown","Short Mix","Nine Inch Nails - NINRemixes.com Unofficial - 628 - Wish, Short Mix, by Unknown (Unofficial Remix).mp3","336","3","5.4","?","0.0498462","0.00923077","1214846658",,"0",NULL,NULL,
"629","Cover","Ghosts","Steveolectric","13 Ghosts II - The Poltergeist","Nine Inch Nails - NINRemixes.com Unofficial - 629 - Ghosts, 13 Ghosts II - The Poltergeist, by Steveolectric (Cover).mp3","674","29","6.4","Y","0.274006","0.0428135","1226848333",,"0",NULL,NULL,"www.steveolectric.com"
"630","Cover","March Of the Pigs","XVS",,"Nine Inch Nails - NINRemixes.com Unofficial - 630 - March Of the Pigs covered by XVS (Cover).mp3","329","6","5.5","?","0.0862069","0.015674","1214846727",,"0",NULL,NULL,
"632","Fan Inspired Song","Fan Inspired Song","H","The Light of Day (Deadly Nightshade Mix)","Nine Inch Nails - NINRemixes.com Unofficial - 632 - The Light of Day (Deadly Nightshade Mix) by H (Fan Inspired Song).mp3","232","7","5.9","Y","0.178017","0.0301724","1214979315",,"0",NULL,NULL,"So I read the reviews people posted about the original, and at first I ripped out the intro (I agree it kinda sucked) and then I decided to rewrite the entire piece in about 3 days beacuse I have absolutly no life and far too much time on my hands to do this. I added a thunderstorm I recorded out my front door (you can hear a car driving by).  but I kept the birds because they pissed somebody off, and I added a tiger at one part at the end for good measure :) . This general environment was partially inspired by parts of ""The Mark Has Been Made"" (mainly the beginning of it kind of gave me flowing and falling imagery). The more critiques the better...

The Light of Day 
[Deadly Nightshade Mix]
[237] Seconds
[90]   BPM

http://www.absynce.com"
"633","Unofficial Remix","Starfuckers, Inc.","Unknown","Getting Past The Taste","Nine Inch Nails - NINRemixes.com Unofficial - 633 - Starfuckers, Inc., Getting Past The Taste, by Unknown (Unofficial Remix).mp3","254","4","5.6","?","0.089243","0.0159363","1214933109",,"0",NULL,NULL,
"634","Unofficial Remix","We're In This Together","Falling Further",,"Nine Inch Nails - NINRemixes.com Unofficial - 634 - We're In This Together remixed by Falling Further (Unofficial Remix).mp3","537","5","5.9","?","0.0560836","0.0095057","1214933598",,"0",NULL,NULL,
"635","Unofficial Remix","Heresy","Unknown","Atrocities Done In His Name","Nine Inch Nails - NINRemixes.com Unofficial - 635 - Heresy, Atrocities Done In His Name, by Unknown (Unofficial Remix).mp3","456","4","4.7","?","0.0414097","0.00881057","1215099275",,"0",NULL,NULL,
"636","Unofficial Remix","The Perfect Drug","Bonedwarf","Nothing Lasts Forever","Nine Inch Nails - NINRemixes.com Unofficial - 636 - The Perfect Drug, Nothing Lasts Forever, by Bonedwarf (Unofficial Remix).mp3","326","5","5.5","?","0.0517241","0.00940439","1215099348",,"0",NULL,NULL,
"637","Unofficial Remix","Maybe Just Once","Unknown","Lost Mix","Nine Inch Nails - NINRemixes.com Unofficial - 637 - Maybe Just Once, Lost Mix, by Unknown (Unofficial Remix).mp3","377","4","5.4","?","0.0593407","0.010989","1215367975",,"0",NULL,NULL,
"638","Unofficial Remix","March Of the Pigs","Justice - Number Cruncher","Karoke Mix","Nine Inch Nails - NINRemixes.com Unofficial - 638 - March Of the Pigs, Karoke Mix, by Justice - Number Cruncher (Unofficial Remix).mp3","361","5","6","?","0.0837989","0.0139665","1215368010",,"0",NULL,NULL,
